Rank	Article	href													Views	 %-Mobi	 %-Zero
696	Blade Runner	/wiki/Blade_Runner	Featured article star.svg										Padlock-silver.svg		73,238	53.41%	0.25%
697	Aortic dissection	/wiki/Aortic_dissection				Symbol b class.svg									73,184	62.55%	0.26%
698	Secret Superstar	/wiki/Secret_Superstar						Symbol start class.svg							73,100	70.47%	2.39%
699	Bruno Mars	/wiki/Bruno_Mars		Symbol support vote.svg									Padlock-silver.svg		73,095	66.27%	0.77%
700	Once Upon a Time (TV series)	/wiki/Once_Upon_a_Time_(TV_series)					Symbol c class.svg								73,005	55.34%	0.47%
701	Jared Leto	/wiki/Jared_Leto					Symbol c class.svg						Padlock-silver.svg		72,925	69.60%	0.59%
702	Despacito	/wiki/Despacito				Symbol b class.svg	Symbol c class.svg								72,923	60.22%	1.54%
703	Paul Reiser	/wiki/Paul_Reiser						Symbol start class.svg							72,910	76.62%	0.08%
704	Daisy Ridley	/wiki/Daisy_Ridley					Symbol c class.svg						Padlock-silver-light.svg		72,904	61.24%	0.19%
705	Supergirl (TV series)	/wiki/Supergirl_(TV_series)					Symbol c class.svg								72,880	46.03%	0.65%
706	Matt Damon	/wiki/Matt_Damon		Symbol support vote.svg									Padlock-silver.svg		72,866	63.84%	0.54%
707	The Lion King (2019 film)	/wiki/The_Lion_King_(2019_film)						Symbol start class.svg					Padlock-silver.svg		72,849	62.67%	0.32%
708	Ottoman Empire	/wiki/Ottoman_Empire					Symbol c class.svg					Symbol unsupport vote.svg			72,827	49.75%	0.99%
709	Cole Sprouse	/wiki/Cole_Sprouse						Symbol start class.svg					Padlock-silver.svg		72,821	71.15%	0.33%
710	Christmas	/wiki/Christmas				Symbol b class.svg					Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	72,738	52.94%	0.87%
711	Shakira	/wiki/Shakira				Symbol b class.svg						Symbol unsupport vote.svg	Padlock-silver.svg		72,645	63.17%	1.36%
712	Jennifer Garner	/wiki/Jennifer_Garner				Symbol b class.svg								Padlock-olive.svg	72,570	61.60%	0.54%
713	Syrian Civil War	/wiki/Syrian_Civil_War					Symbol c class.svg						Padlock-silver.svg		72,550	35.41%	0.68%
714	Steven Mnuchin	/wiki/Steven_Mnuchin						Symbol start class.svg					Padlock-silver.svg		72,517	55.81%	0.13%
715	Artificial intelligence	/wiki/Artificial_intelligence				Symbol b class.svg	Symbol c class.svg			Symbol question.svg			Padlock-silver-light.svg		72,515	39.18%	0.96%
716	Young Sheldon	/wiki/Young_Sheldon						Symbol start class.svg							72,508	44.34%	0.47%
717	Gordon Ramsay	/wiki/Gordon_Ramsay				Symbol b class.svg							Padlock-silver.svg		72,472	66.96%	0.35%
718	Rae Carruth	/wiki/Rae_Carruth						Symbol start class.svg							72,409	62.18%	0.06%
719	Switzerland	/wiki/Switzerland		Symbol support vote.svg										Padlock-olive.svg	72,381	48.03%	0.91%
720	WLW	/wiki/WLW					Symbol c class.svg								72,380	24.81%	0.02%
721	Come Over When You're Sober, Pt. 1	/wiki/Come_Over_When_You%27re_Sober,_Pt._1							Symbol stub class.svg						72,345	52.03%	0.31%
722	Axl Rose	/wiki/Axl_Rose		Symbol support vote.svg									Padlock-silver.svg		72,275	64.23%	0.17%
723	Jimmy Kimmel	/wiki/Jimmy_Kimmel				Symbol b class.svg				Symbol question.svg			Padlock-silver-light.svg		72,263	66.74%	0.23%
724	Richard Nixon	/wiki/Richard_Nixon	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	72,255	56.31%	0.31%
725	Big Mouth (TV series)	/wiki/Big_Mouth_(TV_series)						Symbol start class.svg							72,251	67.28%	0.13%
726	The Holocaust	/wiki/The_Holocaust				Symbol b class.svg	Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	72,242	54.51%	0.65%
727	Instagram	/wiki/Instagram					Symbol c class.svg						Padlock-silver.svg		72,220	54.34%	1.06%
728	JuJu Smith-Schuster	/wiki/JuJu_Smith-Schuster						Symbol start class.svg							72,037	86.31%	0.03%
729	England	/wiki/England		Symbol support vote.svg									Padlock-silver.svg		72,029	52.06%	1.20%
730	Havana (Camila Cabello song)	/wiki/Havana_(Camila_Cabello_song)							Symbol stub class.svg				Padlock-silver.svg		72,024	55.91%	0.91%
731	List of most-followed Instagram accounts	/wiki/List_of_most-followed_Instagram_accounts											Padlock-silver.svg		72,015	78.18%	0.97%
732	Outlander (TV series)	/wiki/Outlander_(TV_series)					Symbol c class.svg								71,923	52.19%	0.23%
733	English language	/wiki/English_language		Symbol support vote.svg									Padlock-silver.svg	Padlock-olive.svg	71,915	47.81%	1.82%
734	David Bowie	/wiki/David_Bowie	Featured article star.svg											Padlock-olive.svg	71,903	51.99%	0.27%
735	Jaden Smith	/wiki/Jaden_Smith						Symbol start class.svg					Padlock-silver.svg		71,878	70.95%	1.26%
736	Nintendo Switch	/wiki/Nintendo_Switch				Symbol b class.svg							Padlock-silver.svg		71,795	53.04%	0.26%
737	Legends of Tomorrow	/wiki/Legends_of_Tomorrow					Symbol c class.svg								71,783	45.04%	0.74%
738	Doug Jones (attorney)	/wiki/Doug_Jones_(attorney)						Symbol start class.svg							71,700	48.88%	0.06%
739	Ali Velshi	/wiki/Ali_Velshi						Symbol start class.svg							71,670	53.90%	0.07%
740	Drake (musician)	/wiki/Drake_(musician)				Symbol b class.svg							Padlock-silver.svg		71,644	62.11%	1.23%
741	Mark Richt	/wiki/Mark_Richt						Symbol start class.svg							71,638	81.01%	0.02%
742	Pirates of the Caribbean (film series)	/wiki/Pirates_of_the_Caribbean_(film_series)		Symbol support vote.svg									Padlock-silver.svg		71,621	55.47%	1.01%
743	The B Team	/wiki/The_B_Team								Symbol question.svg					71,600	0.08%	0.00%
744	Jimmy Fallon	/wiki/Jimmy_Fallon					Symbol c class.svg						Padlock-silver-light.svg		71,559	66.09%	0.23%
745	List of Running Man episodes	/wiki/List_of_Running_Man_episodes													71,464	44.62%	0.22%
746	Bob Marley	/wiki/Bob_Marley		Symbol support vote.svg									Padlock-silver.svg		71,420	67.09%	1.64%
747	Brazil national football team	/wiki/Brazil_national_football_team					Symbol c class.svg								71,376	51.96%	1.93%
748	Virat Kohli	/wiki/Virat_Kohli		Symbol support vote.svg									Padlock-silver.svg		71,341	80.30%	0.95%
749	Cara Buono	/wiki/Cara_Buono						Symbol start class.svg							71,327	70.61%	0.15%
750	Sheridan Smith	/wiki/Sheridan_Smith					Symbol c class.svg			Symbol question.svg					71,231	88.41%	0.02%
751	[[Chlo�� Grace Moretz]]													71,166	67.13%	0.53%
752	Black Death	/wiki/Black_Death				Symbol b class.svg	Symbol c class.svg					Symbol unsupport vote.svg	Padlock-silver.svg		71,049	53.42%	0.45%
753	Freemasonry	/wiki/Freemasonry		Symbol support vote.svg							Featured article star - cross.svg		Padlock-silver.svg		70,990	67.33%	0.93%
754	George Takei	/wiki/George_Takei				Symbol b class.svg				Symbol question.svg			Padlock-silver.svg		70,962	54.63%	0.17%
755	November 14	/wiki/November_14											Padlock-silver-light.svg	Padlock-olive.svg	70,953	31.26%	0.36%
756	Microchip (comics)	/wiki/Microchip_(comics)					Symbol c class.svg								70,833	70.91%	0.12%
757	Ariana Grande	/wiki/Ariana_Grande				Symbol b class.svg				Symbol question.svg			Padlock-silver.svg	Padlock-olive.svg	70,777	63.67%	1.02%
758	Fifth Harmony	/wiki/Fifth_Harmony					Symbol c class.svg						Padlock-silver.svg		70,757	56.74%	0.93%
759	Batman	/wiki/Batman					Symbol c class.svg				Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	70,746	57.38%	0.85%
760	Frank Sinatra	/wiki/Frank_Sinatra		Symbol support vote.svg											70,709	60.89%	0.27%
761	Whoopi Goldberg	/wiki/Whoopi_Goldberg				Symbol b class.svg									70,681	75.85%	0.36%
762	Titanic (1997 film)	/wiki/Titanic_(1997_film)		Symbol support vote.svg									Padlock-silver.svg		70,661	59.82%	1.41%
763	Ellen DeGeneres	/wiki/Ellen_DeGeneres					Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	70,647	72.20%	0.95%
764	Ben Roethlisberger	/wiki/Ben_Roethlisberger					Symbol c class.svg						Padlock-silver.svg		70,623	85.83%	0.05%
765	England national football team	/wiki/England_national_football_team					Symbol c class.svg								70,578	49.07%	1.08%
766	Logic (musician)	/wiki/Logic_(musician)					Symbol c class.svg								70,576	63.36%	0.47%
767	2006 FIFA World Cup	/wiki/2006_FIFA_World_Cup					Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	70,561	50.58%	1.07%
768	Sweden national football team	/wiki/Sweden_national_football_team					Symbol c class.svg								70,546	42.50%	0.71%
769	Billy Corgan	/wiki/Billy_Corgan				Symbol b class.svg									70,511	47.41%	0.06%
770	Vikings (TV series)	/wiki/Vikings_(TV_series)					Symbol c class.svg								70,473	47.88%	0.76%
771	[[2017 Iran���Iraq earthquake]]													70,446	41.55%	1.61%
772	Amazon (company)	/wiki/Amazon_(company)				Symbol b class.svg							Padlock-silver.svg		70,445	48.56%	0.81%
773	The Ultimate Fighter: A New World Champion	/wiki/The_Ultimate_Fighter:_A_New_World_Champion						Symbol start class.svg							70,362	56.71%	0.23%
774	Black Panther (film)	/wiki/Black_Panther_(film)					Symbol c class.svg								70,360	50.39%	0.84%
775	Mr. Robot	/wiki/Mr._Robot					Symbol c class.svg								70,346	40.35%	0.32%
776	Tiger Zinda Hai	/wiki/Tiger_Zinda_Hai							Symbol stub class.svg				Padlock-silver.svg		70,339	72.76%	2.46%
777	How to Get Away with Murder (season 4)	/wiki/How_to_Get_Away_with_Murder_(season_4)													70,295	51.02%	1.00%
778	Olivia Munn	/wiki/Olivia_Munn					Symbol c class.svg							Padlock-olive.svg	69,991	66.00%	0.27%
779	Thomas Edison	/wiki/Thomas_Edison				Symbol b class.svg	Symbol c class.svg					Symbol unsupport vote.svg	Padlock-silver.svg	Padlock-olive.svg	69,973	53.82%	0.95%
780	Roman J. Israel, Esq.	/wiki/Roman_J._Israel,_Esq.						Symbol start class.svg							69,824	67.37%	0.16%
781	Turkey	/wiki/Turkey		Symbol support vote.svg							Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	69,809	48.47%	1.56%
782	Orient Express	/wiki/Orient_Express					Symbol c class.svg								69,787	67.94%	0.31%
783	Isaac Newton	/wiki/Isaac_Newton		Symbol support vote.svg							Featured article star - cross.svg		Padlock-silver.svg		69,741	49.02%	1.04%
784	Aaron Hernandez	/wiki/Aaron_Hernandez					Symbol c class.svg						Padlock-silver.svg		69,718	79.54%	0.22%
785	European Union	/wiki/European_Union				Symbol b class.svg					Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	69,700	39.16%	0.98%
786	Asperger syndrome	/wiki/Asperger_syndrome	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	69,666	64.89%	0.41%
787	Colin Farrell	/wiki/Colin_Farrell		Symbol support vote.svg											69,596	66.72%	0.33%
788	The Weeknd	/wiki/The_Weeknd				Symbol b class.svg							Padlock-silver-light.svg		69,468	63.52%	1.07%
789	2010 FIFA World Cup	/wiki/2010_FIFA_World_Cup				Symbol b class.svg							Padlock-silver.svg	Padlock-olive.svg	69,425	48.05%	1.17%
790	Kelly Clarkson	/wiki/Kelly_Clarkson				Symbol b class.svg						Symbol unsupport vote.svg			69,416	71.86%	0.27%
791	The Incredibles 2	/wiki/The_Incredibles_2													69,312	52.32%	0.21%
792	Cameron Diaz	/wiki/Cameron_Diaz					Symbol c class.svg								69,301	78.16%	0.47%
793	Brazil	/wiki/Brazil				Symbol b class.svg	Symbol c class.svg					Symbol unsupport vote.svg	Padlock-silver.svg	Padlock-olive.svg	69,253	42.80%	1.34%
794	Vladimir Lenin	/wiki/Vladimir_Lenin	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	69,232	49.88%	0.82%
795	Ian Smith	/wiki/Ian_Smith	Featured article star.svg												69,207	48.05%	0.82%
796	Global warming	/wiki/Global_warming	Featured article star.svg										Padlock-silver.svg		69,098	54.51%	1.63%
797	2017 Rugby League World Cup	/wiki/2017_Rugby_League_World_Cup					Symbol c class.svg								69,087	57.48%	0.27%
798	Same-sex marriage	/wiki/Same-sex_marriage				Symbol b class.svg					Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	69,065	55.71%	0.65%
799	Gloria Grahame	/wiki/Gloria_Grahame					Symbol c class.svg	Symbol start class.svg							69,025	66.03%	0.06%
800	Carrie Fisher	/wiki/Carrie_Fisher				Symbol b class.svg									69,002	65.19%	0.17%
801	Hercule Poirot	/wiki/Hercule_Poirot				Symbol b class.svg									68,985	59.91%	0.29%
802	List of countries by past and future GDP (nominal) per capita	/wiki/List_of_countries_by_past_and_future_GDP_(nominal)_per_capita													68,978	0.02%	0.00%
803	Iceland	/wiki/Iceland				Symbol b class.svg	Symbol c class.svg						Padlock-silver-light.svg	Padlock-olive.svg	68,970	51.41%	0.85%
804	Miss World	/wiki/Miss_World				Symbol b class.svg									68,937	73.18%	1.25%
805	13 Reasons Why	/wiki/13_Reasons_Why					Symbol c class.svg						Padlock-silver.svg		68,928	59.05%	0.65%
806	Google Chrome	/wiki/Google_Chrome				Symbol b class.svg							Padlock-silver.svg		68,881	10.42%	0.60%
807	Shah Rukh Khan	/wiki/Shah_Rukh_Khan	Featured article star.svg											Padlock-olive.svg	68,730	72.51%	3.02%
808	[[Andr�� the Giant]]													68,719	59.21%	0.22%
809	Mansoura, Egypt	/wiki/Mansoura,_Egypt						Symbol start class.svg							68,647	0.33%	0.01%
810	Ku Klux Klan	/wiki/Ku_Klux_Klan				Symbol b class.svg	Symbol c class.svg			Symbol question.svg	Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	68,628	54.14%	0.63%
811	Luke Hemsworth	/wiki/Luke_Hemsworth						Symbol start class.svg							68,601	74.09%	0.47%
812	Bangladesh	/wiki/Bangladesh				Symbol b class.svg	Symbol c class.svg				Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	68,561	55.13%	5.15%
813	Vice Principals	/wiki/Vice_Principals								Symbol question.svg					68,467	59.79%	0.23%
814	Stanley Weisberg	/wiki/Stanley_Weisberg						Symbol start class.svg							68,337	84.67%	0.18%
815	Madonna (entertainer)	/wiki/Madonna_(entertainer)		Symbol support vote.svg							Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	68,309	63.70%	0.74%
816	Germany national football team	/wiki/Germany_national_football_team				Symbol b class.svg									68,230	47.30%	1.43%
817	Deadpool (film)	/wiki/Deadpool_(film)		Symbol support vote.svg									Padlock-silver.svg		68,151	52.61%	0.65%
818	List of HTTP status codes	/wiki/List_of_HTTP_status_codes													68,146	7.80%	0.37%
819	Steven Spielberg	/wiki/Steven_Spielberg					Symbol c class.svg						Padlock-silver.svg		68,132	59.08%	0.85%
820	Mansura, Hama	/wiki/Mansura,_Hama							Symbol stub class.svg						68,126	0.00%	0.00%
821	Al-Mansurah, Raqqa Governorate	/wiki/Al-Mansurah,_Raqqa_Governorate							Symbol stub class.svg						68,088	0.01%	0.00%
822	Spain	/wiki/Spain				Symbol b class.svg	Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	68,080	45.40%	1.15%
823	Nationalities and regions of Spain	/wiki/Nationalities_and_regions_of_Spain					Symbol c class.svg								68,031	1.12%	0.01%
824	Mickey Mouse	/wiki/Mickey_Mouse				Symbol b class.svg	Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	67,795	74.67%	0.39%
825	XXx: Return of Xander Cage	/wiki/XXx:_Return_of_Xander_Cage					Symbol c class.svg						Padlock-silver.svg		67,788	79.94%	5.64%
826	List of Black Mirror episodes	/wiki/List_of_Black_Mirror_episodes													67,769	46.42%	0.28%
827	Jake Gyllenhaal	/wiki/Jake_Gyllenhaal	Featured article star.svg										Padlock-silver.svg		67,723	69.20%	0.49%
828	Diana Ross	/wiki/Diana_Ross				Symbol b class.svg									67,667	71.60%	0.64%
829	Vin Diesel	/wiki/Vin_Diesel					Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	67,608	75.38%	2.96%
830	Android (operating system)	/wiki/Android_(operating_system)				Symbol b class.svg							Padlock-silver.svg		67,565	44.00%	1.35%
831	Frankie Muniz	/wiki/Frankie_Muniz				Symbol b class.svg									67,382	83.49%	0.05%
832	Donald Glover	/wiki/Donald_Glover					Symbol c class.svg								67,367	57.76%	0.36%
833	Kingsman: The Golden Circle	/wiki/Kingsman:_The_Golden_Circle					Symbol c class.svg								67,339	56.31%	1.14%
834	Harare	/wiki/Harare					Symbol c class.svg								67,260	42.47%	1.26%
835	Esera Tuaolo	/wiki/Esera_Tuaolo						Symbol start class.svg							67,181	87.66%	0.02%
836	Chester Bennington	/wiki/Chester_Bennington				Symbol b class.svg									67,163	60.53%	0.53%
837	List of WWE personnel	/wiki/List_of_WWE_personnel								Symbol question.svg			Padlock-silver.svg		67,072	58.91%	0.74%
838	Nationalisms and regionalisms of Spain	/wiki/Nationalisms_and_regionalisms_of_Spain						Symbol start class.svg							67,067	0.45%	0.01%
839	List of Hindi film clans	/wiki/List_of_Hindi_film_clans													66,908	78.67%	1.91%
840	Tuberculosis	/wiki/Tuberculosis		Symbol support vote.svg							Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	66,899	64.36%	1.32%
841	Chip Kelly	/wiki/Chip_Kelly					Symbol c class.svg						Padlock-silver.svg		66,853	68.72%	0.02%
842	Christian Eriksen	/wiki/Christian_Eriksen					Symbol c class.svg								66,814	60.61%	0.93%
843	Boeing 787 Dreamliner	/wiki/Boeing_787_Dreamliner				Symbol b class.svg						Symbol unsupport vote.svg			66,805	48.07%	0.63%
844	Will Ferrell	/wiki/Will_Ferrell					Symbol c class.svg						Padlock-silver.svg		66,802	73.50%	0.19%
845	John Ruskin	/wiki/John_Ruskin				Symbol b class.svg	Symbol c class.svg			Symbol question.svg					66,703	73.27%	0.04%
846	Warren Buffett	/wiki/Warren_Buffett				Symbol b class.svg						Symbol unsupport vote.svg	Padlock-silver.svg	Padlock-olive.svg	66,694	56.93%	1.05%
847	Tumhari Sulu	/wiki/Tumhari_Sulu						Symbol start class.svg							66,687	68.71%	0.84%
848	Zendaya	/wiki/Zendaya					Symbol c class.svg						Padlock-silver.svg		66,676	69.91%	0.78%
849	Johnny Cash	/wiki/Johnny_Cash				Symbol b class.svg	Symbol c class.svg				Featured article star - cross.svg			Padlock-olive.svg	66,632	65.32%	0.20%
850	Puerto Rico	/wiki/Puerto_Rico					Symbol c class.svg					Symbol unsupport vote.svg	Padlock-silver.svg	Padlock-olive.svg	66,621	54.98%	0.66%
851	Anthony Pettis	/wiki/Anthony_Pettis					Symbol c class.svg								66,600	63.96%	0.23%
852	Justin Trudeau	/wiki/Justin_Trudeau					Symbol c class.svg						Padlock-silver.svg		66,573	61.65%	0.52%
853	Suits (TV series)	/wiki/Suits_(TV_series)					Symbol c class.svg								66,506	49.83%	0.65%
854	Christopher Scarver	/wiki/Christopher_Scarver						Symbol start class.svg							66,477	79.63%	0.09%
855	Kyle Kuzma	/wiki/Kyle_Kuzma						Symbol start class.svg					Padlock-silver.svg		66,453	75.33%	0.20%
856	Nigeria	/wiki/Nigeria			Symbol a class.svg	Symbol b class.svg	Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	66,440	46.08%	4.93%
857	Designated Survivor (TV series)	/wiki/Designated_Survivor_(TV_series)					Symbol c class.svg								66,364	50.00%	0.94%
858	Rajkummar Rao	/wiki/Rajkummar_Rao					Symbol c class.svg								66,322	72.08%	0.65%
859	List of The Big Bang Theory episodes	/wiki/List_of_The_Big_Bang_Theory_episodes													66,254	26.84%	0.31%
860	United Nations	/wiki/United_Nations		Symbol support vote.svg									Padlock-silver.svg	Padlock-olive.svg	66,196	51.83%	1.50%
861	Christopher Plummer	/wiki/Christopher_Plummer				Symbol b class.svg									66,180	60.66%	0.18%
862	Armie Hammer	/wiki/Armie_Hammer					Symbol c class.svg								66,155	67.17%	0.24%
